https://github.com/traecntest/trae_0514_2,1.课题研究的主要内容  基于Java Web的公司招聘系统使用Java作为开发语言，Spring Boot等框架作为后端技术栈，MySQL等数据库进行数据存储。前端使用html，不使用框架，实现良好的用户交互体验。主要实现了用户和管理员两个用户角色的功能，包括用户管理模块，职位管理模块，简历管理模块，招聘流程管理模块，数据分析与报表模块，公告通知模块，消息模块，系统设置与维护模块；具体介绍如下：  用户管理模块：用户在前台可以浏览系统招聘信息，公告通知信息等，想要进行应聘，必须进行注册登录；管理员则在后台可以对注册的用户进行维护；  职位管理模块：用户在前台可以通过职位分类或者关键词对职位进行搜索查看，进入职位详情，可以进入职位详情，进行投递简历，进行发送消息；管理员在后台可以对职位分类以及职位信息进行增加，修改，删除以及查询；  简历管理模块：用户登录后在个人中心可以对自己的简历进行更新；管理员可以查看用户的简历信息，进行管理；  招聘流程管理模块：用户可以查看自己的投递记录以及投递结果；管理员可以对用户提交的投递进行审核回复；  数据分析与报表模块：管理员可以对系统中所有数据进行分析并且生成报表；  公告通知模块：用户在前台可以查看管理员发布的公告通知；管理员可以新增，修改，删除以及查询公告通知信息；  消息模块：用户可以查看自己提交的咨询消息，并且查看回复，进行在线沟通；管理员则可以对用户发出的消息进行回复，删除操作；  系统设置与维护模块：管理员可以对系统中的轮播图，导航栏以及数据备份等内容进行管理。  2.工程技术方案  基于Java Web的公司招聘系统采用三层架构设计，分为表示层、业务逻辑层和数据访问层：  表示层：负责用户界面的展示和交互，采用HTML5、CSS3结合，提供动态和响应式界面。前端通过RESTful API与后端交互，确保数据交换高效且灵活。  业务逻辑层：系统核心功能，如职位发布、投递简历、发送消息和投递流程等，使用Spring Boot框架开发，保证系统的高效性与可扩展性。利用Spring Security确保用户权限管理，Spring Data JPA与数据库交互处理数据存储。  数据访问层：采用MySQL数据库存储系统数据，使用Hibernate进行数据持久化操作，保证数据的高效管理与访问。  同时，为确保系统安全性，采用HTTPS加密传输和JWT认证技术进行身份验证与权限控制。同时，通过Redis缓存和数据库索引优化提升系统性能。最终，系统通过Docker进行容器化部署，实现快速扩展与高可用性。  按以上需求创建项目，应用为单体Application
https://github.com/traecntest/trae_0516_2,使用java spring cloud，搭建一套 自动化API接口测试与文档生成系统，前端使用html，结构为单体Application，创建Dockerfile，可以使用Dockerfile生成docker容器运行，不需要用户管理，主要功能模块包含接口的增删改查，接口的文档生成，接口可以点击页面按钮测试，页面也有测试命令，可以复制到终端运行
https://github.com/traecntest/trae_0516_1,使用php+mysql，搭建一套 基于WebAssembly的在线CAD图纸协作平台，主要实现 WebAssembly 技术在CAD图纸中的应用
https://github.com/traecntest/trae_0516_3,这是一套 实时音视频互动课堂 系统，使用页面说明的用户teacher1登录失败，请修复问题，请检查并修复已有系统问题，让系统可以运行
https://github.com/traecntest/trae_0516_4,已有系统是一套基于大语言模型的智能SQL生成与优化工具系统，运行后打开首页显示为编码，请修复问题
https://github.com/traecntest/modelscope,根目录新建目录tmp，请分析modelscope下各模块，并在tmp目录下创建相应的目录结构，对应modelscope模块创建空的__init__.py文件，tmp目录对应__init__.py文件里增加注释，说明本模块的作用，如果__init__py文件中有提供的接口或类，也在tmp对应文件增加相应注释，修改范围包含一级子目录和二级子目录，其他子目录不包含
https://github.com/traecntest/trae_0517_1,这是一套使用php laravel框架和mysql数据库，生成的面向物联网的边缘计算规则引擎系统，请为系统创建一套前端系统并可以运行
,重试（使用laravel框架和mysql数据库，生成一套多租户SaaS电商业务中台系统系统，包含用户管理，租户管理等模块，要求可以正常运行）
https://github.com/traecntest/trae_0517_3,重试（使用laravel框架和mysql数据库，创建一套企业级低代码流程编排平台系统，包含用户管理，流程管理，系统编排等模块，请生成后端和前端代码并运行）
https://github.com/traecntest/trae_0517_2,使用laravel框架和mysql数据库，生成一套多租户SaaS电商业务中台系统系统，包含用户管理，租户管理等模块，包含前端和后端，要求可以正常运行
"traecntest/Mooncake: Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",分析当前项目作用和使用方法
https://github.com/traecntest/moonbit_core: MoonBit's Core library,分析当前目录，给出编译项目的步骤和命令
https://github.com/traecntest/ipmitool,分析项目，给出可以编译完成的步骤和命令
https://github.com/traecntest/trae_0522_1,继续（使用python+mysql ，实现一套 多模态生成式AI创作平台，接入百炼模型平台，支持文本和图像多模态数据的生成，核心是提示词管理，提示词有版本管理）
https://github.com/traecntest/trae_0522_2,使用php开发语言和mysql数据库，生成一套 大语言模型推理优化系统，包含前端和后端，模型使用百炼平台的模型
https://github.com/traecntest/trae_0523_1,需要生成一套商品秒杀系统，后端开发语言php，数据库存储使用mysql，前端为html页面，并发使用redis控制，创建测试脚本文件，可以测试并发较高时商品库存是否正常消耗
https://github.com/traecntest/trae_0523_2,请设计并用代码示例说明：如何使用 PHP + MySQL 构建一套「检索增强生成（RAG）」+「企业知识库系统」。整体要求：面向企业私有知识库场景（文档、FAQ、制度、技术文档等）。尽量使用 PHP 可实现的方案。给出系统架构设计、数据库设计、可部署的系统代码。一、系统总体架构请描述以下模块及其关系：文档上传与管理模块（PHP）文本切分（Chunking）策略向量化（Embedding）方案（可调用外部 API 或本地模型）MySQL 存储结构设计检索模块（向量检索 / 全文检索 / 混合检索）与大模型（LLM）对接模块（国产大模型 API）RAG 问答流程示意请用架构图文字说明（Mermaid 或层级描述均可）。二、MySQL 数据库设计请设计以下表结构（给出 SQL）：documents（文档元信息）document_chunks（文档切片）embeddings（向量数据）qa_logs（问答日志）并说明字段含义与设计取舍（如 InnoDB vs MyISAM、FULLTEXT 索引等）。三、核心功能实现（PHP）请给出示例代码，包括但不限于：文档解析支持 PDF / Word / Markdown / TXT文本切分固定长度 + 重叠窗口向量化调用 国产大模型 Embedding API说明如何批量处理检索基于 MySQL FULLTEXT 的混合检索或基于余弦相似度的向量检索（PHP 计算）RAG 问答接口接收用户问题检索相关知识片段拼接 Prompt调用 LLM API 返回答案代码风格：使用 PDO遵循 MVC 或 Service / Repository 分层思想适合原生 PHP四、RAG Prompt 模板设计请给出一个适用于企业知识库的 Prompt 示例，包含：系统角色设定上下文注入方式防幻觉约束来源引用要求五、部署与安全请说明：PHP / MySQL 版本文件上传安全权限控制（部门级 / 角色级知识隔离）防止 Prompt Injection 的基本策略输出形式：文字内容说明 + SQL + PHP 代码
https://github.com/traecntest/trae_0523_3,请基于 Python + MySQL + HTML 技术栈，设计一套“人形机器人与具身智能控制系统”的整体开发。系统需划分为三层：前端界面使用 HTML、CSS 和原生 JavaScript 或 Vue.js 构建，后端服务使用 Python 的 Flask 或 Django 框架实现，数据库采用 MySQL 存储持久化数据。前端主要负责展示机器人实时状态、环境感知信息、任务执行进度，并提供指令下发界面；后端负责核心业务逻辑、具身智能算法调度（含感知数据处理、决策规划、运动控制接口）、以及与机器人本体的通信交互；MySQL 负责存储用户信息、任务记录、传感器数据、模型训练日志以及系统配置参数。系统需支持通过 WebSocket 或前端轮询实现实时数据刷新，基于 JWT 实现权限管理，使用 Redis 缓存热点数据，并通过 Celery 或 Python 线程池实现任务队列与异步处理，同时具备全局异常处理机制。  请为上述系统设计并输出 MySQL 数据库结构。请设计用于存储业务数据的多张数据表，涵盖用户身份信息、机器人基础信息与运行状态、任务下发与执行记录、传感器采集的原始与处理后的数据、动作执行日志以及人工智能模型元数据。所有表需使用 InnoDB 引擎，明确主键与外键约束，并建立合理的索引以优化查询效率。  请使用 Python 的 Web 框架编写后端接口，配合 MySQL 数据库。需提供一系列 RESTful API 接口，功能包括但不限于：查询机器人当前运行状态、下发任务指令、接收并存储传感器上传的数据、查询历史任务记录。引入 JWT 相关库实现用户登录鉴权与 Token 校验，引入网络通信库封装与机器人本体的 TCP/IP 或 MQTT 通信协议。针对高耗时或阻塞操作，引入 Celery 搭配 Redis 作为消息代理实现异步任务队列。  请基于 HTML、CSS 和原生 JavaScript 设计前端页面，配合上述 Python 后端和 MySQL 数据库。页面需包含以下模块：用户登录认证界面；系统控制台主页，用于展示机器人核心状态卡片与实时数据；任务管理界面，支持任务的创建、列表展示与状态筛选；数据监控界面，集成图表库展示传感器时序数据，并支持多媒体流展示；系统配置界面，用于用户权限管理与设备参数调整。所有数据交互均通过 AJAX 或 Fetch API 与后端接口对接，并使用浏览器本地存储机制保存用户凭证。  设计“具身智能控制模块”，使用 Python 编写决策逻辑，可采用规则引擎或集成强化学习库。该模块负责读取数据库中存储的环境感知数据，经过算法推理后生成具体的行动策略，并将生成的任务写入数据库等待执行。前端页面需动态展示当前决策状态、任务执行路径以及统计数据。系统必须预留人工干预接口，允许管理员通过前端发送干预指令，后端接收到指令后立即中断或调整当前任务。
https://github.com/traecntest/trae_0524_1,基于Python、MySQL和HTML/CSS/JavaScript，帮我生成一个完整的系统代码，用于演示边缘智能与端侧轻量化AI推理。系统目标是构建一个简化版边缘智能系统，实现在边缘端使用Python加载轻量化AI模型进行推理，通过HTTP接口接收请求，将推理结果及设备信息写入MySQL数据库，并使用HTML页面进行展示。技术约束包括使用Python 3.9+、Flask框架、MySQL 8.0+、以及原生HTML/CSS/JS，AI模型采用MobileNet或千问等轻量模型。功能模块必须包含：轻量化AI推理模块（含模型加载与推理函数）、Flask后端API、MySQL数据库设计（devices表和inference_results表及初始化SQL）、以及前端页面（index.html调用API并展示结果）。请输出完整可运行的代码。输出要求：每个文件单独给出并标注文件名，包含详细注释，给出从安装依赖到启动服务的完整运行步骤，代码风格工程化且可扩展。若无法加载真实模型，可用模拟推理函数代替，系统架构和数据流向完整。
,当前项废弃
https://github.com/traecntest/trae_0524_2,请你作为一名全栈开发工程师，基于 PHP 和 PostgreSQL 技术栈，为我设计并创建一套“碳足迹追踪与 ESG 数据管理系统”。该系统用于企业级 ESG 数据采集、碳足迹核算、指标分析与合规披露管理，需要覆盖环境、社会与治理三类数据，并重点实现范围一、范围二和部分范围三排放的追踪与管理，以满足后续审计、监管披露和数据溯源的要求。技术层面请使用 PHP 8.x 作为后端语言，搭配 PostgreSQL 17+ 作为主数据库，采用面向对象编程思想和 PDO 进行数据库操作，前端使用 HTML、CSS 和原生 JavaScript 构建界面。系统架构请采用清晰的 MVC 分层结构，包含 Controller、Service、Model 和 View 层，确保代码结构工程化且易于维护。功能模块必须包含组织与设施管理、排放源与活动数据管理、碳因子库管理、基于 GHG Protocol 的碳足迹核算引擎、ESG 指标体系管理（环境、社会、治理）、数据采集与审核流程以及报表分析功能。数据库设计方面，请使用 PostgreSQL 合理设计核心表，并提供包含字段注释的完整建表 SQL，同时给出时间分区或数据归档的策略建议。输出要求如下：请按合理的目录结构逐个输出完整文件代码，每个文件前明确标注路径和名称，并在关键位置添加注释解释业务逻辑。代码必须包含碳足迹计算的具体实现（如二氧化碳当量等于活动数据乘以排放因子），并提供系统部署步骤，包括环境准备、数据库初始化、Web Server 配置及访问方式。最终交付的系统应为一个可运行的最小可用版本，避免仅输出思路，同时在适当位置说明后续扩展方向，如 Scope 3 精细化核算。
,当前项废弃
https://github.com/traecntest/trae_0524_3,继续（请设计并创建一套智能家居与全屋智能中控系统，支持Matter协议，本地化部署版。该系统需以本地服务器为核心，通过 Matter 协议对接各类智能设备，实现设备接入、状态同步、场景联动、本地自动化与可视化控制，所有用户数据与设备状态均存储在本地 PostgreSQL 数据库中，不上传云端，确保隐私与安全。  技术层面请使用 PHP 8.x 作为后端语言，后端需预留 Matter 协议适配接口，便于对接 Matter 边缘网关或桥接设备。  功能模块必须包含：家庭与房间管理、设备注册与发现（支持 Matter 节点接入）、设备状态实时同步、设备控制（开关、亮度、色温、模式等）、场景模式管理（如回家、离家、观影、睡眠）、自动化规则引擎（基于时间、设备状态、传感器触发的条件执行）、本地日志与告警记录、用户与权限管理（多家庭成员、角色控制）。  请按合理的目录结构逐个输出完整可运行的文件代码。代码需包含设备状态订阅与推送、场景一键执行、自动化规则评估与触发等核心实现，并提供 Matter 设备模拟接入示例代码，便于理解本地化 Matter 集成方式。）
https://github.com/traecntest/trae_0525_1,项目目标是设计并实现一个基于零信任网络访问理念的统一身份认证与访问控制平台，后端采用 Node.js，数据库使用 MySQL。系统不再依赖传统的边界防护，而是基于身份、设备状态和环境风险对每一次访问请求进行动态评估与授权。核心原则遵循最小权限访问和持续信任评估。功能模块需要涵盖统一身份管理，包括用户注册、登录、多因素认证以及对本地账号的支持。还需要包含动态访问控制引擎，根据角色、设备合规性和地理位置等因素实时判断访问权限。零设备与终端信任模块负责设备注册、识别和安全状态检测，确保只有合规设备可以接入。日志、审计与可视化模块则记录全链路访问日志和异常行为，为管理员提供安全告警和仪表盘展示。技术实现方面，Node.js 负责 API 服务、策略计算和 Token 管理，MySQL 存储用户、角色、设备和审计数据。系统需要使用 JWT、OAuth2 。非功能性需求包括稳定性、敏感数据的加密存储、防攻击机制和完整的可观测性支持。
,当前项废弃
https://github.com/traecntest/trae_0525_2,项目目标是基于 Node.js 和 MySQL 技术栈，构建一个面向数字孪生城市与 CIM（城市信息模型）平台的综合支撑系统，实现对城市物理空间、设施设备、运行状态的数字化映射与智能化管理。系统需要支持大规模城市三维模型的存储、解析与分发，同时结合物联网感知数据、业务数据和空间地理信息，形成统一的数字孪生底座。功能模块应涵盖城市级数据汇聚与管理，包括 BIM、GIS、倾斜摄影、点云等多源异构数据的标准化接入与转换。支持模型轻量化、LOD 分级加载以及动态更新，以保证大场景下的流畅展示。平台还应具备时空数据管理能力，将静态模型与实时传感数据在时间维度上进行关联，实现历史回溯、实时监测和未来预测。业务层面需要支持城市规划、建设管理、市政运维、应急指挥等应用场景，并能够对外提供标准 API，方便上层应用系统调用。技术实现方面，Node.js 可用于构建高并发的服务端接口、数据处理中间件和任务调度模块，MySQL 用于存储元数据、对象属性、业务关系和部分结构化时序数据，配合缓存与分布式存储提升性能。系统需要支持用户权限管理、数据安全隔离和多租户机制。
https://github.com/traecntest/trae_0525_1,针对当前零信任平台系统，执行以下任务：功能缺陷修复：- 审计日志页面：诊断并解决页面加载失败问题，确保日志数据正确获取与展示，优化加载性能- 设备管理模块：修复设备添加与编辑功能，确保表单提交、数据验证及后端交互正常- 角色权限页面：解决添加角色失败问题，检查表单验证、权限配置及API调用逻辑
,当前项废弃
https://github.com/traecntest/trae_0525_2,用户管理页面，密码为空也可以提交，页面显示密码是必填项
https://github.com/traecntest/trae_0526_1,请帮我开发一套材料力学性能测试数据采集系统，技术栈为 Node.js、SQLite 和 HTML。系统主要面向实验室环境，用于采集和管理材料在拉伸、压缩或弯曲试验中的力学数据。请设计前后端一体的 Web 应用，后端使用 Node.js 和 Express 处理业务逻辑，SQLite 作为本地轻量级数据库，前端使用原生 HTML、CSS 和 JavaScript。系统需要包含项目管理功能，允许用户创建、编辑和删除实验项目，每个项目应包含项目名称、材料类型、试样编号、测试标准、实验人员和测试日期等信息。还需要实现测试数据的录入功能，支持手动逐条输入或通过 CSV 文件批量导入，每条数据记录需包含时间或加载步、载荷、位移、应变以及备注字段。在数据库设计方面，请使用 SQLite 设计合理的表结构，至少包含项目表和测试数据表，并建立正确的主外键关系以保证数据完整性。后端需要提供一套简洁的 RESTful API，支持项目的增删改查以及测试数据的写入和查询。前端界面需要以表格形式展示实验数据和项目列表，并集成图表功能，使用 Chart.js 或 ECharts 绘制应力应变曲线和载荷位移曲线，图表应支持鼠标悬停查看数值。请确保代码结构清晰，包含必要的注释，并提供项目目录说明和运行方式。
https://github.com/traecntest/trae_0526_2,请基于 Node.js、SQLite 构建一个专注于金属材料疲劳寿命预测的科研辅助平台，重点在于将经典的疲劳理论转化为可交互的计算工具。后端利用 Node.js 承载复杂的数学运算逻辑，SQLite 负责持久化存储材料疲劳性能数据库及试验数据集，前端则通过原生 JavaScript 实现动态表单提交与绘图。请着重实现从材料参数录入到 S-N 曲线拟合，再到基于 Miner 线性损伤累积理论的寿命估算全流程闭环。  系统核心功能模块需包含材料疲劳数据库管理，支持用户定义金属牌号及其对应的静力强度参数如屈服强度与抗拉强度。需内置疲劳试验数据管理模块，允许科研人员录入不同应力比下的成组试验数据，系统应能自动清洗异常数据点并基于最小二乘法完成 S-N 曲线的回归分析。预测引擎部分需支持用户输入实际工况的随机载荷谱，系统依据雨流计数法或指定应力幅值，结合材料 S-N 曲线自动推算出预估的疲劳寿命循环次数及损伤容限。  数据库层需设计关系型表结构，包括但不限于材料基础属性表、高频疲劳试验数据表以及预测任务历史记录表。后端需封装核心疲劳计算库，对外暴露标准的 RESTful API 接口，确保前端请求能准确触发后端的物理模型计算。前端交互界面采用模块化 HTML 组件，重点展示 S-N 曲线的拟合效果图与载荷谱分布直方图，并实现预测结果的可视化渲染，生成可直接运行的工程源码及详细的环境配置说明，增加测试数据。
https://github.com/traecntest/trae_0526_3,请你作为材料力学实验系统架构师，基于Node.js与SQLite以及HTML，构建一个面向实验室环境的复合材料层间剪切强度测试平台。该系统定位为桌面级单机应用，服务于企业实验室的日常试验数据管理，核心目标是完整记录每一次层间剪切试验过程中的载荷与位移变化，并自动计算材料的层间剪切强度值，系统需支持多用户登录，但权限模型应简化，仅设置管理员与普通实验员两类角色，管理员负责用户管理与数据归档，实验员负责试验录入与查询。后端架构请采用Express或Fastify框架搭建RESTful API，所有接口统一返回JSON格式数据，数据库使用SQLite，数据表设计至少包括用户表、试样信息表、试验记录表与原始数据点表，其中试样信息表记录试样编号几何尺寸与材料类型，试验记录表需关联操作用户与对应试样并存储峰值载荷强度计算结果与试验时间，原始数据点表则用于存储采集到的时序数据，建议采用时间戳与载荷值组成的二维数组结构，以便于前端直接调用并绘制曲线。所有后端通信均通过Fetch API完成，页面结构至少涵盖登录页仪表盘新建试验页历史数据查询页以及数据可视化页，其中数据可视化页使用Canvas API原生绘制载荷位移曲线，并在图中明确标注屈服点与最大强度点，确保实验结果直观可读。非功能性需求方面，系统必须具备基础的SQL注入防护机制，用户密码字段必须使用bcrypt进行哈希存储，整体系统应设计为可在无外网环境下单机运行。请在生成结果中输出完整的项目代码，并附带简明部署说明，确保代码下载后无需额外修改即可运行。
,当前项废弃
https://github.com/traecntest/trae_0526_4,针对高分子材料热稳定性分析的实际科研场景，生成一套系统，本系统通过数字化手段重构实验的工作流，系统核心目标是从原始天平读数和时间温度序列中，精准解算初始分解温度、外推起始温度、最大失重速率点及特定失重率对应的温度值，为科研人员提供客观且可追溯的热稳定性评估报告。技术实现层面，后端服务由Node.js LTS版本驱动，配合Express.js框架构建轻量级Web服务，利用multer中间件处理multipart/form-data类型的实验文件上传，并通过csv-parser库实现对仪器导出的逗号分隔值文件的流式解析，从而避免大文件阻塞主线程，数据库选用MySQL 8.0，采用InnoDB存储引擎以支持事务处理和行级锁。前端界面完全基于原生HTML5构建，图表渲染则选用Chart.js库，该库基于Canvas实现，能够高效绘制TG与DTG曲线并支持缩放与tooltip交互。数据库schema设计包含两个核心实体及一个结果缓存表，experiments表作为主表，tg_data表通过INTEGER类型的experiment_id外键关联主表，analysis_results表用于存储预计算的特征值，如DECIMAL类型的tid、tmax、t50等，避免前端重复请求时触发冗余计算，所有表字符集统一设置为utf8mb4以支持中文存储。后端API路由遵循RESTful规范，全局错误捕获中间件会统一处理SQL语法错误或文件编码异常，并将标准化的错误码和描述返回给前端，确保客户端能依据状态码做出准确的反馈提示。请生成系统前后端代码，并增加单测和测试数据
https://github.com/traecntest/trae_0528_1,系统名称：材料硬度分布映射工具技术栈：Visual Studio 2022 或更高版本，.NET 8.0 SDK，C# 12，WPF/WinForms，支持 SQLite 数据库功能概述：数据采集模块：支持导入来自硬度测试设备（如洛氏、布氏、维氏硬度计）的实验数据文件，格式包括 CSV、Excel、XML。数据处理模块：对采集数据进行校验、去噪、异常值剔除及标准化处理，确保映射准确性。硬度分布计算引擎：根据材料类型、测试点位坐标及硬度值，计算二维或三维硬度分布矩阵。可视化模块：使用 OxyPlot、LiveCharts 等开源图表库绘制等高线图、热力图或曲面图，直观展示硬度分布。分析报表生成：自动生成分析报告，包含统计指标（平均值、标准差、最大最小值）。生成测试数据，可以导入系统
https://github.com/traecntest/trae_0528_2,聚合物熔融指数测试数据分析系统使用框架设定为 .NET 8.0 及以上版本。编程语言采用 C# ，利用 WPF 构建桌面端应用，适配 SQLite。数据处理方面利用 MathNet.Numerics 库进行科学计算与统计分析。系统主要包含数据导入模块，支持解析熔融指数仪输出的 CSV、Excel 及 XML 文件，能够智能识别温度、负荷、切样时间及样条质量等关键字段。核心计算引擎依据国际标准公式自动计算熔融指数 MFI 或 MFR，并支持多变量条件下的对比分析。系统需具备统计分析能力，能够对测试数据进行分组聚合，计算平均值、标准差及变异系数，并按批次或材料牌号生成趋势分析结果。此外，系统需维护基础信息库，包括材料牌号、测试标准及设备参数，允许用户自定义测试模板以适应不同的实验需求。生成测试数据并导入系统测试
https://github.com/traecntest/trae_0528_4,本项目使用R语言构建一个基于R语言的生物信息学高通量测序数据分析平台，主要服务于转录组、基因组及表观组等多类型测序数据的自动化处理与下游统计分析。平台将充分利用Bioconductor社区丰富的R包资源，结合Shiny框架开发交互式Web界面，降低生物科研人员对命令行操作的依赖。  在功能需求方面，平台需要支持从原始测序数据质控到最终生物学解释的完整流程。具体包括FASTQ文件的质控评估与过滤、参考基因组的比对与索引构建、基因表达定量以及差异表达分析。此外，系统必须集成多种主流的归一化算法和统计检验方法，并提供标准化的数据输入接口。  可视化是平台的核心模块，需要提供多维度的图形展示功能。这涵盖样品间的相关性热图、主成分分析图、火山图、MA图。所有图表需支持基于ggplot2的调整，并允许用户导出矢量图或位图，同时提供交互式功能。  系统可以生成测试数据导入
https://github.com/traecntest/trae_0528_4,运行app.R，Visualization中Correlation Heatmap，Generate Heatmap 点击没有反应，请检查修复问题
